split1,split2
"navigational_chart","navigational_chart"
"pilot_chart","pilot_chart"
"naval_commander","naval_commander"
"naval_engineering","naval_engineering"
"naval_equipment","naval_equipment"
"naval_gun","naval_gun"
"naval_installation","naval_installation"
"shore_station","shore_station"
"naval_missile","naval_missile"
"naval_officer","naval_officer"
"naval_radar","naval_radar"
"naval_tactical_data_system","naval_tactical_data_system"
"naval_unit","naval_unit"
"naval_weaponry","naval_weaponry"
"nave","nave"
"navel","navel"
"umbilicus","umbilicus"
"bellybutton","bellybutton"
"omphalos","omphalos"
"omphalus","omphalus"
"navel","navel"
"navel_point","navel_point"
"navel_orange","navel_orange"
"navigability","navigability"
"navigation","navigation"
"pilotage","pilotage"
"piloting","piloting"
"navigation","navigation"
"seafaring","seafaring"
"navigation","navigation"
"sailing","sailing"
"navigation_light","navigation_light"
"navigational_instrument","navigational_instrument"
"navigational_system","navigational_system"
"sailing_master","sailing_master"
"navigator","navigator"
"navigator","navigator"
"navigator","navigator"
"navy","navy"
"naval_forces","naval_forces"
"navy_base","navy_base"
"navy_bean","navy_bean"
"pea_bean","pea_bean"
"white_bean","white_bean"
"navy_yard","navy_yard"
"naval_shipyard","naval_shipyard"
"nay","nay"
"naysayer","naysayer"
"naysaying","naysaying"
"neap_tide","neap_tide"
"neap","neap"
"near-death_experience","near-death_experience"
"near_beer","near_beer"
"near_miss","near_miss"
"near_thing","near_thing"
"near_vision","near_vision"
"nearside","nearside"
"neat's-foot_oil","neat's-foot_oil"
"neatness","neatness"
"spruceness","spruceness"
"tidiness","tidiness"
"neatness","neatness"
"nebbish","nebbish"
"nebbech","nebbech"
"nebula","nebula"
"nebula","nebula"
"nebula","nebula"
"nebula","nebula"
"nebular_hypothesis","nebular_hypothesis"
"nebule","nebule"
"necessitarian","necessitarian"
"necessity","necessity"
"necessity","necessity"
"essential","essential"
"requirement","requirement"
"requisite","requisite"
"necessary","necessary"
"neck","neck"
"neck","neck"
"neck","neck"
"neck_opening","neck_opening"
"neck_brace","neck_brace"
"neck_exercise","neck_exercise"
"neck_sweetbread","neck_sweetbread"
"throat_sweetbread","throat_sweetbread"
"neckband","neckband"
"neckcloth","neckcloth"
"stock","stock"
"necker","necker"
"neckerchief","neckerchief"
"necklace","necklace"
"necklace_tree","necklace_tree"
"necklet","necklet"
"neckline","neckline"
"neckpiece","neckpiece"
"necktie","necktie"
"tie","tie"
"neckwear","neckwear"
"necrobiosis","necrobiosis"
"cell_death","cell_death"
"necrobiosis_lipoidica","necrobiosis_lipoidica"
"necrobiosis_lipoidica_diabeticorum","necrobiosis_lipoidica_diabeticorum"
"obituary","obituary"
"obit","obit"
"necrology","necrology"
"necrology","necrology"
"necrolysis","necrolysis"
"necromancer","necromancer"
"sorcery","sorcery"
"black_magic","black_magic"
"black_art","black_art"
"necromancy","necromancy"
"necromancy","necromancy"
"necrophagia","necrophagia"
"necrophagy","necrophagy"
"necrophilia","necrophilia"
"necrophilism","necrophilism"
"necromania","necromania"
"necrotizing_enteritis","necrotizing_enteritis"
"necrotizing_enterocolitis","necrotizing_enterocolitis"
"NEC","NEC"
"nectar","nectar"
"nectar","nectar"
"nectarine","nectarine"
"nectarine_tree","nectarine_tree"
"Prunus_persica_nectarina","Prunus_persica_nectarina"
"nectarine","nectarine"
"nectary","nectary"
"honey_gland","honey_gland"
"need","need"
"want","want"
"privation","privation"
"want","want"
"deprivation","deprivation"
"neediness","neediness"
"neediness","neediness"
"needle","needle"
"needle","needle"
"phonograph_needle","phonograph_needle"
"needle","needle"
"needle_biopsy","needle_biopsy"
"needle_blight","needle_blight"
"needle_cast","needle_cast"
"leaf_cast","leaf_cast"
"needle_spike_rush","needle_spike_rush"
"needle_rush","needle_rush"
"slender_spike_rush","slender_spike_rush"
"hair_grass","hair_grass"
"Eleocharis_acicularis","Eleocharis_acicularis"
"needlebush","needlebush"
"needle-bush","needle-bush"
"needle_bush","needle_bush"
"Hakea_lissosperma","Hakea_lissosperma"
"pipefish","pipefish"
"needlefish","needlefish"
"needlenose_pliers","needlenose_pliers"
"point_lace","point_lace"
"needlepoint","needlepoint"
"needlepoint","needlepoint"
"needlepoint_embroidery","needlepoint_embroidery"
"needlewood","needlewood"
"needle-wood","needle-wood"
"needle_wood","needle_wood"
"Hakea_leucoptera","Hakea_leucoptera"
"needlework","needlework"
"needlecraft","needlecraft"
"needlework","needlework"
"needlecraft","needlecraft"
"needleworker","needleworker"
"needy","needy"
"neem","neem"
"neem_tree","neem_tree"
"nim_tree","nim_tree"
"margosa","margosa"
"arishth","arishth"
"Azadirachta_indica","Azadirachta_indica"
"Melia_Azadirachta","Melia_Azadirachta"
"neem_cake","neem_cake"
"neem_seed","neem_seed"
"neencephalon","neencephalon"
"neoencephalon","neoencephalon"
"nefariousness","nefariousness"
"wickedness","wickedness"
"vileness","vileness"
"ugliness","ugliness"
"nefazodone","nefazodone"
"Serzone","Serzone"
"negation","negation"
"negation","negation"
"negation","negation"
"negative","negative"
"negative","negative"
"negative_charge","negative_charge"
"negative_chemotaxis","negative_chemotaxis"
"negative_correlation","negative_correlation"
"indirect_correlation","indirect_correlation"
"negative_feedback","negative_feedback"
"negative_identification","negative_identification"
"negative_magnetic_pole","negative_magnetic_pole"
"negative_pole","negative_pole"
"south-seeking_pole","south-seeking_pole"
"negative_pole","negative_pole"
"negative_reinforcing_stimulus","negative_reinforcing_stimulus"
"negative_reinforcer","negative_reinforcer"
"negative_stimulus","negative_stimulus"
"negativist","negativist"
"negativity","negativity"
"negativeness","negativeness"
"negativity","negativity"
"negativeness","negativeness"
"negativism","negativism"
"negativity","negativity"
"negativeness","negativeness"
"neglect","neglect"
"disuse","disuse"
"negligence","negligence"
"neglect","neglect"
"neglectfulness","neglectfulness"
"neglect_of_duty","neglect_of_duty"
"neglecter","neglecter"
"negligee","negligee"
"neglige","neglige"
"peignoir","peignoir"
"wrapper","wrapper"
"housecoat","housecoat"
"negotiable_instrument","negotiable_instrument"
"negotiation","negotiation"
"negotiator","negotiator"
"negotiant","negotiant"
"treater","treater"
"negotiatress","negotiatress"
"negotiatrix","negotiatrix"
"negro_peach","negro_peach"
"Sarcocephalus_latifolius","Sarcocephalus_latifolius"
"Sarcocephalus_esculentus","Sarcocephalus_esculentus"
"negro_vine","negro_vine"
"Vincetoxicum_hirsutum","Vincetoxicum_hirsutum"
"Vincetoxicum_negrum","Vincetoxicum_negrum"
"negus","negus"
"neigh","neigh"
"nicker","nicker"
"whicker","whicker"
"whinny","whinny"
"neighbor","neighbor"
"neighbour","neighbour"
"neighbor","neighbor"
"neighbour","neighbour"
"vicinity","vicinity"
"locality","locality"
"neighborhood","neighborhood"
"neighbourhood","neighbourhood"
"neck_of_the_woods","neck_of_the_woods"
"neighborhood","neighborhood"
"neighbourhood","neighbourhood"
"region","region"
"neighborhood","neighborhood"
"neighborliness","neighborliness"
"neighbourliness","neighbourliness"
"good-neighborliness","good-neighborliness"
"good-neighbourliness","good-neighbourliness"
"nekton","nekton"
"nelfinavir","nelfinavir"
"Viracept","Viracept"
"nematode","nematode"
"nematode_worm","nematode_worm"
"roundworm","roundworm"
"nemophila","nemophila"
"neo-Darwinism","neo-Darwinism"
"neoclassicism","neoclassicism"
"neoclassicist","neoclassicist"
"neocolonialism","neocolonialism"
"neoconservatism","neoconservatism"
"neoconservative","neoconservative"
"neocon","neocon"
"neodymium","neodymium"
"Nd","Nd"
"atomic_number_60","atomic_number_60"
"neoexpressionism","neoexpressionism"
"neoliberal","neoliberal"
"neoliberalism","neoliberalism"
"neolith","neolith"
"neologist","neologist"
"neomycin","neomycin"
"fradicin","fradicin"
"Neobiotic","Neobiotic"
"neon","neon"
"Ne","Ne"
"atomic_number_10","atomic_number_10"
"neon_lamp","neon_lamp"
"neon_induction_lamp","neon_induction_lamp"
"neon_tube","neon_tube"
"neonatal_death","neonatal_death"
"neonatal_intensive_care_unit","neonatal_intensive_care_unit"
"NICU","NICU"
"neonatal_mortality","neonatal_mortality"
"neonatal_mortality_rate","neonatal_mortality_rate"
"neonatal_period","neonatal_period"
"neonate","neonate"
"newborn","newborn"
"newborn_infant","newborn_infant"
"newborn_baby","newborn_baby"
"neonatology","neonatology"
"neopallium","neopallium"
"neocortex","neocortex"
"neophobia","neophobia"
"neophyte","neophyte"
"neoplasia","neoplasia"
"neoplastic_cell","neoplastic_cell"
"neoprene","neoprene"
"neoromanticism","neoromanticism"
"neostigmine","neostigmine"
"Prostigmin","Prostigmin"
"neoteny","neoteny"
"neotony","neotony"
"nepheline","nepheline"
"nephelite","nephelite"
"nephelinite","nephelinite"
"nephew","nephew"
"nephology","nephology"
"nephoscope","nephoscope"
"nephralgia","nephralgia"
"nephrectomy","nephrectomy"
"nephrite","nephrite"
"nephritis","nephritis"
"Bright's_disease","Bright's_disease"
"nephrocalcinosis","nephrocalcinosis"
"nephrogenic_diabetes_insipidus","nephrogenic_diabetes_insipidus"
"nephrolithiasis","nephrolithiasis"
"renal_lithiasis","renal_lithiasis"
"nephrology","nephrology"
"nephron","nephron"
"uriniferous_tubule","uriniferous_tubule"
"nephroptosis","nephroptosis"
"nephroptosia","nephroptosia"
"nephrosclerosis","nephrosclerosis"
"nephroangiosclerosis","nephroangiosclerosis"
"nephrotic_syndrome","nephrotic_syndrome"
"nephrosis","nephrosis"
"nephrotomy","nephrotomy"
"nephrotoxin","nephrotoxin"
"nephthytis","nephthytis"
"nepotism","nepotism"
"nepotist","nepotist"
"neptunium","neptunium"
"Np","Np"
"atomic_number_93","atomic_number_93"
"nerita","nerita"
"neritic_zone","neritic_zone"
"neritid","neritid"
"neritid_gastropod","neritid_gastropod"
"neritina","neritina"
"neroli_oil","neroli_oil"
"nerve","nerve"
"nervus","nervus"
"nerve_cell","nerve_cell"
"neuron","neuron"
"nerve_center","nerve_center"
"nerve_centre","nerve_centre"
"nerve_compression","nerve_compression"
"nerve_ending","nerve_ending"
"nerve_end","nerve_end"
"nerve_entrapment","nerve_entrapment"
"nerve_fiber","nerve_fiber"
"nerve_fibre","nerve_fibre"
"nerve_gas","nerve_gas"
"nerve_agent","nerve_agent"
"nerve_growth_factor","nerve_growth_factor"
"NGF","NGF"
"nerve_pathway","nerve_pathway"
"tract","tract"
"nerve_tract","nerve_tract"
"pathway","pathway"
"nerve_plexus","nerve_plexus"
"nervousness","nervousness"
"nerves","nerves"
"nerves","nerves"
"nervous_breakdown","nervous_breakdown"
"nervous_disorder","nervous_disorder"
"neurological_disorder","neurological_disorder"
"neurological_disease","neurological_disease"
"nervous_exhaustion","nervous_exhaustion"
"nervous_prostration","nervous_prostration"
"nervous_system","nervous_system"
"systema_nervosum","systema_nervosum"
"nervous_tissue","nervous_tissue"
"nerve_tissue","nerve_tissue"
"nervousness","nervousness"
"nest","nest"
"nest","nest"
"nest","nest"
"nest","nest"
"nest","nest"
"savings","savings"
"nest_egg","nest_egg"
"nest_egg","nest_egg"
"squatter","squatter"
"homesteader","homesteader"
"nester","nester"
"nester","nester"
"nesting_place","nesting_place"
"nestling","nestling"
"baby_bird","baby_bird"
"net","net"
"net_income","net_income"
"net","net"
"net_profit","net_profit"
"lucre","lucre"
"profit","profit"
"profits","profits"
"earnings","earnings"
"net","net"
"net","net"
"net_estate","net_estate"
"net_melon","net_melon"
"netted_melon","netted_melon"
"nutmeg_melon","nutmeg_melon"
"Cucumis_melo_reticulatus","Cucumis_melo_reticulatus"
"net_melon","net_melon"
"netted_melon","netted_melon"
"nutmeg_melon","nutmeg_melon"
"net_sales","net_sales"
"netball","netball"
"netting","netting"
"nettle","nettle"
"nettle-leaved_goosefoot","nettle-leaved_goosefoot"
"nettleleaf_goosefoot","nettleleaf_goosefoot"
"Chenopodium_murale","Chenopodium_murale"
"network","network"
"web","web"
"network","network"
"network","network"
"network","network"
"electronic_network","electronic_network"
"network_architecture","network_architecture"
"network_army","network_army"
"network_programming","network_programming"
"neural_arch","neural_arch"
"vertebral_arch","vertebral_arch"
"neural_network","neural_network"
"neural_net","neural_net"
"neural_network","neural_network"
"neural_net","neural_net"
"neural_structure","neural_structure"
"neural_tube","neural_tube"
"neuralgia","neuralgia"
"neuralgy","neuralgy"
"neurasthenia","neurasthenia"
"neurasthenic","neurasthenic"
"neurectomy","neurectomy"
"neurinoma","neurinoma"
"neuritis","neuritis"
"neuroanatomy","neuroanatomy"
"neurobiologist","neurobiologist"
"neurobiology","neurobiology"
"neuroblast","neuroblast"
"neuroblastoma","neuroblastoma"
"neurochemical","neurochemical"
"neurodermatitis","neurodermatitis"
"neuroepithelioma","neuroepithelioma"
"neuroepithelium","neuroepithelium"
"neuroethics","neuroethics"
"neurofibroma","neurofibroma"
"neurilemoma","neurilemoma"
"neurofibromatosis","neurofibromatosis"
"von_Recklinghausen's_disease","von_Recklinghausen's_disease"
"neurogenesis","neurogenesis"
"neurogenic_bladder","neurogenic_bladder"
"neuroglia","neuroglia"
"glia","glia"
"neurogliacyte","neurogliacyte"
"neuroglial_cell","neuroglial_cell"
"glial_cell","glial_cell"
"neurohormone","neurohormone"
"neurolemma","neurolemma"
"neurilemma","neurilemma"
"neurolinguist","neurolinguist"
"neurolinguistics","neurolinguistics"
"neurologist","neurologist"
"brain_doctor","brain_doctor"
"neurology","neurology"
"neurology","neurology"
"clinical_neurology","clinical_neurology"
"neuroma","neuroma"
"neuromuscular_blocking_agent","neuromuscular_blocking_agent"
"neuromuscular_junction","neuromuscular_junction"
"myoneural_junction","myoneural_junction"
"neuropathy","neuropathy"
"neurophysiology","neurophysiology"
"neuroplasty","neuroplasty"
"neuropsychiatry","neuropsychiatry"
"neuropteron","neuropteron"
"neuropteran","neuropteran"
"neuropterous_insect","neuropterous_insect"
"neurosarcoma","neurosarcoma"
"malignant_neuroma","malignant_neuroma"
"neuroscience","neuroscience"
"neuroscientist","neuroscientist"
"neurosis","neurosis"
"neuroticism","neuroticism"
"psychoneurosis","psychoneurosis"
"neurosurgeon","neurosurgeon"
"brain_surgeon","brain_surgeon"
"neurosurgery","neurosurgery"
"neurosyphilis","neurosyphilis"
"neurotic","neurotic"
"psychoneurotic","psychoneurotic"
"mental_case","mental_case"
"neurotic_depression","neurotic_depression"
"neurotoxin","neurotoxin"
"neurolysin","neurolysin"
"neurotransmitter","neurotransmitter"
"neurotropism","neurotropism"
"neuter","neuter"
"neutering","neutering"
"fixing","fixing"
"altering","altering"
"neutral","neutral"
"neutralism","neutralism"
"neutralist","neutralist"
"neutrality","neutrality"
"neutrality","neutrality"
"neutralization","neutralization"
"neutralisation","neutralisation"
"neutralization_reaction","neutralization_reaction"
"neutralisation_reaction","neutralisation_reaction"
"neutralization","neutralization"
"neutralisation","neutralisation"
"neutralization","neutralization"
"neutralisation","neutralisation"
"neutralization","neutralization"
"neutralisation","neutralisation"
"counteraction","counteraction"
"neutralization_fire","neutralization_fire"
"neutrino","neutrino"
"neutron","neutron"
"neutron_bomb","neutron_bomb"
"neutron_flux","neutron_flux"
"neutron_radiation","neutron_radiation"
"neutron_star","neutron_star"
"neutropenia","neutropenia"
"neutrophil","neutrophil"
"neutrophile","neutrophile"
"neve","neve"
"never-never_land","never-never_land"
"dreamland","dreamland"
"dreamworld","dreamworld"
"nevirapine","nevirapine"
"Viramune","Viramune"
"nevoid_elephantiasis","nevoid_elephantiasis"
"pachyderma","pachyderma"
"new_caledonian_pine","new_caledonian_pine"
"Araucaria_columnaris","Araucaria_columnaris"
"new_criticism","new_criticism"
"new_edition","new_edition"
"new_line","new_line"
"new_moon","new_moon"
"new_phase_of_the_moon","new_phase_of_the_moon"
"new_penny","new_penny"
"new_town","new_town"
"newcomer","newcomer"
"newel_post","newel_post"
"newel","newel"
"newel","newel"
"newlywed","newlywed"
"honeymooner","honeymooner"
"newmarket","newmarket"
"newness","newness"
"news","news"
"news_program","news_program"
"news_show","news_show"
"news","news"
"news","news"
"newsworthiness","newsworthiness"
"news","news"
"news_agency","news_agency"
"press_agency","press_agency"
"wire_service","wire_service"
"press_association","press_association"
"news_organization","news_organization"
"news_organisation","news_organisation"
"news_article","news_article"
"news_story","news_story"
"newspaper_article","newspaper_article"
"news_event","news_event"
"news_item","news_item"
"news_photography","news_photography"
"newsagent","newsagent"
"newsdealer","newsdealer"
"newsvendor","newsvendor"
"newsstand_operator","newsstand_operator"
"newscast","newscast"
"newscaster","newscaster"
"newsletter","newsletter"
